Entity,Code,Year,Renewables (TWh – sub method)
Oman,OMN,2019,0.009
Pakistan,PAK,1965,6.101
Pakistan,PAK,1966,6.101
Pakistan,PAK,1967,7.231
Pakistan,PAK,1968,8.691
Pakistan,PAK,1969,9.17
Pakistan,PAK,1970,8.115
Pakistan,PAK,1971,10.594
Pakistan,PAK,1972,11.147
Pakistan,PAK,1973,11.761
Pakistan,PAK,1974,11.822
Pakistan,PAK,1975,13.602
Pakistan,PAK,1976,14.768
Pakistan,PAK,1977,17.543
Pakistan,PAK,1978,21.778
Pakistan,PAK,1979,23.546
Pakistan,PAK,1980,24.687
Pakistan,PAK,1981,25.78
Pakistan,PAK,1982,29.008
Pakistan,PAK,1983,33.6
Pakistan,PAK,1984,34.827
Pakistan,PAK,1985,36.178
Pakistan,PAK,1986,34.594
Pakistan,PAK,1987,45.483
Pakistan,PAK,1988,47.68
Pakistan,PAK,1989,48.454
Pakistan,PAK,1990,47.459
Pakistan,PAK,1991,50.786
Pakistan,PAK,1992,55.402
Pakistan,PAK,1993,60.926
Pakistan,PAK,1994,59.797
Pakistan,PAK,1995,63.185
Pakistan,PAK,1996,68.881
Pakistan,PAK,1997,51.241
Pakistan,PAK,1998,66.966
Pakistan,PAK,1999,59.736
Pakistan,PAK,2000,51.347
Pakistan,PAK,2001,52.888
Pakistan,PAK,2002,58.618
Pakistan,PAK,2003,69.849
Pakistan,PAK,2004,73.881
Pakistan,PAK,2005,82.578
Pakistan,PAK,2006,80.859
Pakistan,PAK,2007,84.147
Pakistan,PAK,2008,72.173
Pakistan,PAK,2009,75.427
Pakistan,PAK,2010,77.76
Pakistan,PAK,2011,79.354
Pakistan,PAK,2012,27.85
Pakistan,PAK,2013,128.519
Pakistan,PAK,2014,84.775
Pakistan,PAK,2015,87.225
Pakistan,PAK,2016,94.187
Pakistan,PAK,2017,86.515
Pakistan,PAK,2018,85.175
Pakistan,PAK,2019,105.21
Peru,PER,1965,7.292
Peru,PER,1966,7.853
Peru,PER,1967,8.8
Peru,PER,1968,9.444
Peru,PER,1969,10.281
Peru,PER,1970,9.822
Peru,PER,1971,12.536
Peru,PER,1972,12.95
Peru,PER,1973,13.886
Peru,PER,1974,15.228
Peru,PER,1975,15.925
Peru,PER,1976,16.772
Peru,PER,1977,17.408
Peru,PER,1978,17.797
Peru,PER,1979,19.072
Peru,PER,1980,19.708
Peru,PER,1981,22.422
Peru,PER,1982,23.742
Peru,PER,1983,22.922
Peru,PER,1984,24.569
Peru,PER,1985,26.531
Peru,PER,1986,28.372
Peru,PER,1987,30.594
Peru,PER,1988,29.331
Peru,PER,1989,29.589
Peru,PER,1990,29.458
Peru,PER,1991,32.292
Peru,PER,1992,27.283
Peru,PER,1993,33.078
Peru,PER,1994,35.739
Peru,PER,1995,36.332
Peru,PER,1996,37.392
Peru,PER,1997,37.136
Peru,PER,1998,38.708
Peru,PER,1999,40.778
Peru,PER,2000,45.375
Peru,PER,2001,49.065
Peru,PER,2002,49.978
Peru,PER,2003,51.03
Peru,PER,2004,47.859
Peru,PER,2005,49.295
Peru,PER,2006,53.308
Peru,PER,2007,53.037
Peru,PER,2008,51.53
Peru,PER,2009,53.427
Peru,PER,2010,54.041
Peru,PER,2011,57.617
Peru,PER,2012,58.626
Peru,PER,2013,60.109
Peru,PER,2014,60.972
Peru,PER,2015,64.303
Peru,PER,2016,64.794
Peru,PER,2017,78.667
Peru,PER,2018,85.074
Peru,PER,2019,88.174
Philippines,PHL,1965,4.306
Philippines,PHL,1966,4.222
Philippines,PHL,1967,4.667
Philippines,PHL,1968,4.778
Philippines,PHL,1969,5.042
Philippines,PHL,1970,5.825
Philippines,PHL,1971,5.369
Philippines,PHL,1972,6.131
Philippines,PHL,1973,6.594
Philippines,PHL,1974,5.697
Philippines,PHL,1975,6.311
Philippines,PHL,1976,7.764
Philippines,PHL,1977,5.875
Philippines,PHL,1978,7.817
Philippines,PHL,1979,9.772
Philippines,PHL,1980,15.463
Philippines,PHL,1981,21.214
Philippines,PHL,1982,21.336
Philippines,PHL,1983,24.731
Philippines,PHL,1984,29.546
Philippines,PHL,1985,31.931
Philippines,PHL,1986,32.195
Philippines,PHL,1987,28.175
Philippines,PHL,1988,31.908
Philippines,PHL,1989,33.852
Philippines,PHL,1990,33.216
Philippines,PHL,1991,30.286
Philippines,PHL,1992,28.167
Philippines,PHL,1993,29.714
Philippines,PHL,1994,33.839
Philippines,PHL,1995,34.353
Philippines,PHL,1996,37.678
Philippines,PHL,1997,36.961
Philippines,PHL,1998,38.833
Philippines,PHL,1999,51.206
Philippines,PHL,2000,53.958
Philippines,PHL,2001,48.422
Philippines,PHL,2002,47.368
Philippines,PHL,2003,48.2
Philippines,PHL,2004,51.093
Philippines,PHL,2005,49.247
Philippines,PHL,2006,54.687
Philippines,PHL,2007,50.037
Philippines,PHL,2008,54.453
Philippines,PHL,2009,52.97
Philippines,PHL,2010,46.471
Philippines,PHL,2011,51.426
Philippines,PHL,2012,53.477
Philippines,PHL,2013,50.956
Philippines,PHL,2014,50.414
Philippines,PHL,2015,53.032
Philippines,PHL,2016,55.274
Philippines,PHL,2017,57.958
Philippines,PHL,2018,57.974
Philippines,PHL,2019,59.271
Poland,POL,1965,2.561
Poland,POL,1966,2.594
Poland,POL,1967,2.781
Poland,POL,1968,2.922
Poland,POL,1969,2.483
Poland,POL,1970,5.083
Poland,POL,1971,4.639
Poland,POL,1972,4.689
Poland,POL,1973,4.664
Poland,POL,1974,6.547
Poland,POL,1975,6.114
Poland,POL,1976,5.078
Poland,POL,1977,6.172
Poland,POL,1978,6.147
Poland,POL,1979,5.686
Poland,POL,1980,7.214
Poland,POL,1981,6.683
Poland,POL,1982,5.033
Poland,POL,1983,5.658
Poland,POL,1984,4.869
Poland,POL,1985,6.247
Poland,POL,1986,5.325
Poland,POL,1987,5.15
Poland,POL,1988,5.242
Poland,POL,1989,4.756
Poland,POL,1990,4.089
Poland,POL,1991,4.189
Poland,POL,1992,4.494
Poland,POL,1993,4.303
Poland,POL,1994,4.956
Poland,POL,1995,5.431
Poland,POL,1996,5.733
Poland,POL,1997,5.922
Poland,POL,1998,7.036
Poland,POL,1999,6.533
Poland,POL,2000,6.478
Poland,POL,2001,7.68
Poland,POL,2002,7.587
Poland,POL,2003,6.476
Poland,POL,2004,8.488
Poland,POL,2005,10.943
Poland,POL,2006,12.551
Poland,POL,2007,15.586
Poland,POL,2008,22.594
Poland,POL,2009,30.082
Poland,POL,2010,35.929
Poland,POL,2011,42.03
Poland,POL,2012,52.306
Poland,POL,2013,52.296
Poland,POL,2014,58.68
Poland,POL,2015,65.05
Poland,POL,2016,62.536
Poland,POL,2017,67.436
Poland,POL,2018,64.426
Poland,POL,2019,73.445
Portugal,PRT,1965,11.617
Portugal,PRT,1966,15.211
Portugal,PRT,1967,15.758
Portugal,PRT,1968,15.044
Portugal,PRT,1969,18.308
Portugal,PRT,1970,16.639
Portugal,PRT,1971,17.536
Portugal,PRT,1972,19.997
Portugal,PRT,1973,20.903
Portugal,PRT,1974,22.244
Portugal,PRT,1975,18.461
Portugal,PRT,1976,13.936
Portugal,PRT,1977,28.333
Portugal,PRT,1978,30.675
Portugal,PRT,1979,31.864
Portugal,PRT,1980,23.153
Portugal,PRT,1981,14.806
Portugal,PRT,1982,20.206
Portugal,PRT,1983,23.419
Portugal,PRT,1984,28.161
Portugal,PRT,1985,31.225
Portugal,PRT,1986,25.333
Portugal,PRT,1987,27.131
Portugal,PRT,1988,35.794
Portugal,PRT,1989,18.006
Portugal,PRT,1990,27.364
Portugal,PRT,1991,27.38
Portugal,PRT,1992,15.38
Portugal,PRT,1993,26.26
Portugal,PRT,1994,32.339
Portugal,PRT,1995,26.081
Portugal,PRT,1996,43.864
Portugal,PRT,1997,39.531
Portugal,PRT,1998,39.312
Portugal,PRT,1999,24.023
Portugal,PRT,2000,35.746
Portugal,PRT,2001,43.443
Portugal,PRT,2002,26.687
Portugal,PRT,2003,48.236
Portugal,PRT,2004,33.347
Portugal,PRT,2005,22.137
Portugal,PRT,2006,42.628
Portugal,PRT,2007,44.523
Portugal,PRT,2008,40.254
Portugal,PRT,2009,50.608
Portugal,PRT,2010,77.736
Portugal,PRT,2011,66.061
Portugal,PRT,2012,53.147
Portugal,PRT,2013,78.659
Portugal,PRT,2014,83.544
Portugal,PRT,2015,65.741
Portugal,PRT,2016,84.414
Portugal,PRT,2017,59.403
Portugal,PRT,2018,76.358
Portugal,PRT,2019,70.84
Qatar,QAT,1965,0
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0.3
Qatar,QAT,2012,0.299
Qatar,QAT,2013,0.304
Qatar,QAT,2014,0.309
Qatar,QAT,2015,0.307
Qatar,QAT,2016,0.31
Qatar,QAT,2017,0.308
Qatar,QAT,2018,0.306
Qatar,QAT,2019,0.305
Romania,ROU,1965,2.792
Romania,ROU,1966,2.875
Romania,ROU,1967,4.1
Romania,ROU,1968,4.339
Romania,ROU,1969,6.158
Romania,ROU,1970,7.703
Romania,ROU,1971,12.486
Romania,ROU,1972,20.397
Romania,ROU,1973,20.964
Romania,ROU,1974,23.544
Romania,ROU,1975,26.003
Romania,ROU,1976,22.519
Romania,ROU,1977,25.958
Romania,ROU,1978,29.483
Romania,ROU,1979,31.497
Romania,ROU,1980,35.103
Romania,ROU,1981,35.381
Romania,ROU,1982,32.928
Romania,ROU,1983,27.883
Romania,ROU,1984,31.461
Romania,ROU,1985,35.314
Romania,ROU,1986,30.028
Romania,ROU,1987,31.136
Romania,ROU,1988,41.044
Romania,ROU,1989,37.994
Romania,ROU,1990,31.703
Romania,ROU,1991,40.522
Romania,ROU,1992,32.506
Romania,ROU,1993,35.469
Romania,ROU,1994,36.239
Romania,ROU,1995,46.369
Romania,ROU,1996,43.764
Romania,ROU,1997,48.667
Romania,ROU,1998,52.472
Romania,ROU,1999,50.806
Romania,ROU,2000,41.05
Romania,ROU,2001,41.184
Romania,ROU,2002,44.005
Romania,ROU,2003,36.13
Romania,ROU,2004,44.712
Romania,ROU,2005,54.37
Romania,ROU,2006,49.078
Romania,ROU,2007,42.511
Romania,ROU,2008,45.467
Romania,ROU,2009,40.805
Romania,ROU,2010,52.935
Romania,ROU,2011,42.277
Romania,ROU,2012,38.446
Romania,ROU,2013,51.168
Romania,ROU,2014,63.743
Romania,ROU,2015,66.285
Romania,ROU,2016,67.822
Romania,ROU,2017,60.705
Romania,ROU,2018,65.102
Romania,ROU,2019,60.557
Russia,RUS,1985,443.684
Russia,RUS,1986,456.475
Russia,RUS,1987,451.467
Russia,RUS,1988,447.01
Russia,RUS,1989,443.684
Russia,RUS,1990,463.641
Russia,RUS,1991,467.109
Russia,RUS,1992,479.603
Russia,RUS,1993,484.303
Russia,RUS,1994,488.853
Russia,RUS,1995,489.762
Russia,RUS,1996,428.795
Russia,RUS,1997,437.475
Russia,RUS,1998,440.431
Russia,RUS,1999,445.973
Russia,RUS,2000,455.992
Russia,RUS,2001,480.24
Russia,RUS,2002,445.163
Russia,RUS,2003,425.121
Russia,RUS,2004,476.796
Russia,RUS,2005,465.534
Russia,RUS,2006,464.549
Russia,RUS,2007,471.581
Russia,RUS,2008,436.283
Russia,RUS,2009,458.319
Russia,RUS,2010,435.494
Russia,RUS,2011,424.013
Russia,RUS,2012,422.339
Russia,RUS,2013,465.063
Russia,RUS,2014,443.336
Russia,RUS,2015,427.425
Russia,RUS,2016,466.932
Russia,RUS,2017,465.913
Russia,RUS,2018,477.248
Russia,RUS,2019,485.825
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0.002
Saudi Arabia,SAU,2009,0.002
Saudi Arabia,SAU,2010,0.011
Saudi Arabia,SAU,2011,0.013
Saudi Arabia,SAU,2012,0.061
Saudi Arabia,SAU,2013,0.1
Saudi Arabia,SAU,2014,0.107
Saudi Arabia,SAU,2015,0.327
Saudi Arabia,SAU,2016,0.325
Saudi Arabia,SAU,2017,0.388
Saudi Arabia,SAU,2018,0.947
Saudi Arabia,SAU,2019,4.41
Singapore,SGP,1965,0
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0.236
Singapore,SGP,1987,0.236
Singapore,SGP,1988,0.236
Singapore,SGP,1989,0.236
Singapore,SGP,1990,0.236
Singapore,SGP,1991,0.681
Singapore,SGP,1992,0.681
Singapore,SGP,1993,0.681
Singapore,SGP,1994,0.681
Singapore,SGP,1995,0.681
Singapore,SGP,1996,0.681
Singapore,SGP,1997,0.681
Singapore,SGP,1998,0.681
Singapore,SGP,1999,0.681
Singapore,SGP,2000,0.681
Singapore,SGP,2001,1.305
Singapore,SGP,2002,1.297
Singapore,SGP,2003,1.349
Singapore,SGP,2004,1.297
Singapore,SGP,2005,1.285
Singapore,SGP,2006,1.266
Singapore,SGP,2007,1.311
Singapore,SGP,2008,1.376
Singapore,SGP,2009,1.387
Singapore,SGP,2010,1.539
Singapore,SGP,2011,1.581
Singapore,SGP,2012,1.659
Singapore,SGP,2013,1.839
Singapore,SGP,2014,1.956
Singapore,SGP,2015,2.178
Singapore,SGP,2016,2.238
Singapore,SGP,2017,2.244
Singapore,SGP,2018,2.231
Singapore,SGP,2019,2.355
Slovakia,SVK,1965,6.175
Slovakia,SVK,1966,5.917
Slovakia,SVK,1967,5.07
Slovakia,SVK,1968,4.653
Slovakia,SVK,1969,3.621
Slovakia,SVK,1970,5.463
Slovakia,SVK,1971,4.1
Slovakia,SVK,1972,4.294
Slovakia,SVK,1973,3.672
Slovakia,SVK,1974,6.175
Slovakia,SVK,1975,5.561
Slovakia,SVK,1976,5.608
Slovakia,SVK,1977,6.689
Slovakia,SVK,1978,6.275
Slovakia,SVK,1979,5.233
Slovakia,SVK,1980,6.269
Slovakia,SVK,1981,5.461
Slovakia,SVK,1982,4.794
Slovakia,SVK,1983,5.089
Slovakia,SVK,1984,4.319
Slovakia,SVK,1985,5.881
Slovakia,SVK,1986,4.653
Slovakia,SVK,1987,5.367
Slovakia,SVK,1988,4.875
Slovakia,SVK,1989,5.45
Slovakia,SVK,1990,5.222
Slovakia,SVK,1991,3.911
Slovakia,SVK,1992,5.381
Slovakia,SVK,1993,9.631
Slovakia,SVK,1994,12.097
Slovakia,SVK,1995,13.556
Slovakia,SVK,1996,11.742
Slovakia,SVK,1997,11.289
Slovakia,SVK,1998,11.853
Slovakia,SVK,1999,12.428
Slovakia,SVK,2000,12.819
Slovakia,SVK,2001,14.022
Slovakia,SVK,2002,14.861
Slovakia,SVK,2003,9.233
Slovakia,SVK,2004,10.879
Slovakia,SVK,2005,12.263
Slovakia,SVK,2006,12.52
Slovakia,SVK,2007,12.761
Slovakia,SVK,2008,12.159
Slovakia,SVK,2009,13.036
Slovakia,SVK,2010,15.081
Slovakia,SVK,2011,12.592
Slovakia,SVK,2012,13.855
Slovakia,SVK,2013,15.999
Slovakia,SVK,2014,16.132
Slovakia,SVK,2015,15.788
Slovakia,SVK,2016,16.424
Slovakia,SVK,2017,16.33
Slovakia,SVK,2018,14.43
Slovakia,SVK,2019,15.235
Slovenia,SVN,1990,8.261
Slovenia,SVN,1991,10.022
Slovenia,SVN,1992,9.508
Slovenia,SVN,1993,8.431
Slovenia,SVN,1994,9.442
Slovenia,SVN,1995,9.033
Slovenia,SVN,1996,10.189
Slovenia,SVN,1997,8.586
Slovenia,SVN,1998,9.583
Slovenia,SVN,1999,10.472
Slovenia,SVN,2000,10.844
Slovenia,SVN,2001,10.675
Slovenia,SVN,2002,9.364
Slovenia,SVN,2003,8.388
Slovenia,SVN,2004,11.413
Slovenia,SVN,2005,9.606
Slovenia,SVN,2006,9.863
Slovenia,SVN,2007,8.952
Slovenia,SVN,2008,11.377
Slovenia,SVN,2009,12.886
Slovenia,SVN,2010,12.39
Slovenia,SVN,2011,10.055
Slovenia,SVN,2012,11.15
Slovenia,SVN,2013,13.08
Slovenia,SVN,2014,16.827
Slovenia,SVN,2015,11.017
Slovenia,SVN,2016,12.722
Slovenia,SVN,2017,11.13
Slovenia,SVN,2018,13.028
Slovenia,SVN,2019,12.253
South Africa,ZAF,1965,0.103
South Africa,ZAF,1966,0.1
South Africa,ZAF,1967,0.072
South Africa,ZAF,1968,0.067
South Africa,ZAF,1969,0.058
South Africa,ZAF,1970,0.069
South Africa,ZAF,1971,0.311
South Africa,ZAF,1972,2.317
South Africa,ZAF,1973,2.736
South Africa,ZAF,1974,3.144
South Africa,ZAF,1975,3.111
South Africa,ZAF,1976,5.211
South Africa,ZAF,1977,5.4
South Africa,ZAF,1978,5.297
South Africa,ZAF,1979,3.178
South Africa,ZAF,1980,2.756
South Africa,ZAF,1981,4.592
South Africa,ZAF,1982,2.822
South Africa,ZAF,1983,1.653
South Africa,ZAF,1984,1.556
South Africa,ZAF,1985,1.733
South Africa,ZAF,1986,4.508
South Africa,ZAF,1987,4.492
South Africa,ZAF,1988,8.783
South Africa,ZAF,1989,7.664
South Africa,ZAF,1990,2.806
South Africa,ZAF,1991,5.5
South Africa,ZAF,1992,2.089
South Africa,ZAF,1993,0.406
South Africa,ZAF,1994,2.983
South Africa,ZAF,1995,1.469
South Africa,ZAF,1996,3.831
South Africa,ZAF,1997,6.217
South Africa,ZAF,1998,5.072
South Africa,ZAF,1999,2.564
South Africa,ZAF,2000,4.411
South Africa,ZAF,2001,5.947
South Africa,ZAF,2002,7.01
South Africa,ZAF,2003,3.421
South Africa,ZAF,2004,3.68
South Africa,ZAF,2005,4.805
South Africa,ZAF,2006,8.911
South Africa,ZAF,2007,8.841
South Africa,ZAF,2008,4.642
South Africa,ZAF,2009,5.126
South Africa,ZAF,2010,4.174
South Africa,ZAF,2011,9.311
South Africa,ZAF,2012,4.029
South Africa,ZAF,2013,4.766
South Africa,ZAF,2014,11.239
South Africa,ZAF,2015,17.807
South Africa,ZAF,2016,21.678
South Africa,ZAF,2017,28.744
South Africa,ZAF,2018,32.351
South Africa,ZAF,2019,33.152
South Korea,KOR,1965,1.973
South Korea,KOR,1966,2.737
South Korea,KOR,1967,2.648
South Korea,KOR,1968,2.582
South Korea,KOR,1969,3.968
South Korea,KOR,1970,3.391
South Korea,KOR,1971,3.667
South Korea,KOR,1972,3.8
South Korea,KOR,1973,3.568
South Korea,KOR,1974,5.294
South Korea,KOR,1975,4.674
South Korea,KOR,1976,4.969
South Korea,KOR,1977,3.869
South Korea,KOR,1978,5.021
South Korea,KOR,1979,6.378
South Korea,KOR,1980,5.334
South Korea,KOR,1981,7.216
South Korea,KOR,1982,4.765
South Korea,KOR,1983,6.373
South Korea,KOR,1984,5.55
South Korea,KOR,1985,8.847
South Korea,KOR,1986,8.639
South Korea,KOR,1987,11.015
South Korea,KOR,1988,5.52
South Korea,KOR,1989,8.233
South Korea,KOR,1990,13.014
South Korea,KOR,1991,9.686
South Korea,KOR,1992,8.61
South Korea,KOR,1993,11.752
South Korea,KOR,1994,6.525
South Korea,KOR,1995,8.366
South Korea,KOR,1996,7.862
South Korea,KOR,1997,8.044
South Korea,KOR,1998,12.065
South Korea,KOR,1999,11.824
South Korea,KOR,2000,11.418
South Korea,KOR,2001,6.725
South Korea,KOR,2002,9.415
South Korea,KOR,2003,13.911
South Korea,KOR,2004,12.688
South Korea,KOR,2005,11.119
South Korea,KOR,2006,11.251
South Korea,KOR,2007,13.121
South Korea,KOR,2008,14.193
South Korea,KOR,2009,17.052
South Korea,KOR,2010,22.251
South Korea,KOR,2011,25.481
South Korea,KOR,2012,25.28
South Korea,KOR,2013,29.932
South Korea,KOR,2014,31.085
South Korea,KOR,2015,38.347
South Korea,KOR,2016,47.494
South Korea,KOR,2017,59.569
South Korea,KOR,2018,75.743
South Korea,KOR,2019,87.268
Spain,ESP,1965,54.686
Spain,ESP,1966,75.717
Spain,ESP,1967,62.936
Spain,ESP,1968,67.744
Spain,ESP,1969,85.008
Spain,ESP,1970,77.275
Spain,ESP,1971,88.522
Spain,ESP,1972,98.695
Spain,ESP,1973,80.467
Spain,ESP,1974,85.053
Spain,ESP,1975,72.717
Spain,ESP,1976,58.664
Spain,ESP,1977,110.936
Spain,ESP,1978,112.686
Spain,ESP,1979,129.578
Spain,ESP,1980,83.089
Spain,ESP,1981,62.128
Spain,ESP,1982,74.495
Spain,ESP,1983,76.686
Spain,ESP,1984,88.983
Spain,ESP,1985,88.606
Spain,ESP,1986,75.089
Spain,ESP,1987,77.628
Spain,ESP,1988,99.775
Spain,ESP,1989,55.406
Spain,ESP,1990,72.156
Spain,ESP,1991,77.35
Spain,ESP,1992,54.461
Spain,ESP,1993,69.67
Spain,ESP,1994,80.567
Spain,ESP,1995,67.8
Spain,ESP,1996,114.614
Spain,ESP,1997,102.767
Spain,ESP,1998,102.508
Spain,ESP,1999,75.967
Spain,ESP,2000,100.292
Spain,ESP,2001,137.266
Spain,ESP,2002,97.282
Spain,ESP,2003,155.801
Spain,ESP,2004,139.497
Spain,ESP,2005,115.294
Spain,ESP,2006,141.228
Spain,ESP,2007,156.452
Spain,ESP,2008,166.859
Spain,ESP,2009,197.06
Spain,ESP,2010,268.592
Spain,ESP,2011,243.36
Spain,ESP,2012,248.532
Spain,ESP,2013,294.735
Spain,ESP,2014,291.885
Spain,ESP,2015,257.144
Spain,ESP,2016,276.089
Spain,ESP,2017,235.255
Spain,ESP,2018,279.616
Spain,ESP,2019,269.667
Sri Lanka,LKA,1965,1.014
Sri Lanka,LKA,1966,1.108
Sri Lanka,LKA,1967,1.139
Sri Lanka,LKA,1968,1.317
Sri Lanka,LKA,1969,1.525
Sri Lanka,LKA,1970,2.056
Sri Lanka,LKA,1971,2.293
Sri Lanka,LKA,1972,2.353
Sri Lanka,LKA,1973,1.933
Sri Lanka,LKA,1974,2.771
Sri Lanka,LKA,1975,2.991
Sri Lanka,LKA,1976,3.082
Sri Lanka,LKA,1977,3.372
Sri Lanka,LKA,1978,3.795
Sri Lanka,LKA,1979,4.061
Sri Lanka,LKA,1980,4.111
Sri Lanka,LKA,1981,4.366
Sri Lanka,LKA,1982,4.466
Sri Lanka,LKA,1983,3.381
Sri Lanka,LKA,1984,5.812
Sri Lanka,LKA,1985,6.654
Sri Lanka,LKA,1986,7.348
Sri Lanka,LKA,1987,6.047
Sri Lanka,LKA,1988,7.213
Sri Lanka,LKA,1989,7.781
Sri Lanka,LKA,1990,8.736
Sri Lanka,LKA,1991,8.657
Sri Lanka,LKA,1992,8.055
Sri Lanka,LKA,1993,10.544
Sri Lanka,LKA,1994,11.359
Sri Lanka,LKA,1995,12.539
Sri Lanka,LKA,1996,9.033
Sri Lanka,LKA,1997,9.576
Sri Lanka,LKA,1998,10.875
Sri Lanka,LKA,1999,11.614
Sri Lanka,LKA,2000,8.911
Sri Lanka,LKA,2001,8.617
Sri Lanka,LKA,2002,7.418
Sri Lanka,LKA,2003,9.057
Sri Lanka,LKA,2004,8.055
Sri Lanka,LKA,2005,9.331
Sri Lanka,LKA,2006,12.437
Sri Lanka,LKA,2007,10.534
Sri Lanka,LKA,2008,10.967
Sri Lanka,LKA,2009,10.296
Sri Lanka,LKA,2010,14.96
Sri Lanka,LKA,2011,12.221
Sri Lanka,LKA,2012,8.967
Sri Lanka,LKA,2013,18.446
Sri Lanka,LKA,2014,12.482
Sri Lanka,LKA,2015,16.264
Sri Lanka,LKA,2016,11.898
Sri Lanka,LKA,2017,11.724
Sri Lanka,LKA,2018,17.88
Sri Lanka,LKA,2019,13.999
Sweden,SWE,1965,128.953
Sweden,SWE,1966,126.358
Sweden,SWE,1967,136.906
Sweden,SWE,1968,135.386
Sweden,SWE,1969,116.195
Sweden,SWE,1970,115.608
Sweden,SWE,1971,144.922
Sweden,SWE,1972,149.914
Sweden,SWE,1973,167.42
Sweden,SWE,1974,160.061
Sweden,SWE,1975,160.995
Sweden,SWE,1976,153.295
Sweden,SWE,1977,149.597
Sweden,SWE,1978,161.192
Sweden,SWE,1979,170.631
Sweden,SWE,1980,165.525
Sweden,SWE,1981,168.539
Sweden,SWE,1982,155.745
Sweden,SWE,1983,180.539
Sweden,SWE,1984,193.775
Sweden,SWE,1985,202.211
Sweden,SWE,1986,174.775
Sweden,SWE,1987,205.053
Sweden,SWE,1988,199.803
Sweden,SWE,1989,205.4
Sweden,SWE,1990,206.828
Sweden,SWE,1991,180.895
Sweden,SWE,1992,212.236
Sweden,SWE,1993,213.531
Sweden,SWE,1994,170.561
Sweden,SWE,1995,195.989
Sweden,SWE,1996,150.008
Sweden,SWE,1997,200.092
Sweden,SWE,1998,216.2
Sweden,SWE,1999,207.631
Sweden,SWE,2000,230.945
Sweden,SWE,2001,229.947
